0.0, 5.72365426917568e-16, 8.800538698387969e-18, 3, 20
0.2, 0.00023310084403074607, 0.003683945247052489, 3, 20
0.4, 0.006458383586244696, 0.007367268407427464, 3, 20
0.6, 0.012869561276824202, 0.010480334887718799, 3, 20
0.8, 0.010814115818908848, 0.014222103678137707, 3, 20
1.0, 0.303284104470997, inf, 3, 5
1.2, -0.27112623611700093, 0.07392707147053708, 45, 51
1.4, -0.4365839016074279, 0.06520740877483033, 41, 51
1.6, -0.631395989507594, 0.008188833566899681, 12, 51
1.8, -0.9222544593273042, 0.024680920358022, 12, 20
2.0, -0.8135287205587952, 0.015199930043257462, 13, 25
2.2, -1.0579345601292132, 0.02313430113094778, 10, 21
2.4, -0.5529220029115796, 0.013204174136970236, 14, 39
2.6, -0.9344699844650675, 0.019222539211165606, 12, 31
2.8, -1.3202274598673023, 0.01284785922926536, 8, 29
3.0, -1.6045321711169345, 0.025008305116770088, 12, 20
3.2, -2.064789578934981, 0.10149883583969624, 11, 15
3.4, -0.82296125605083, 0.058241042798209484, 13, 24
3.6, -0.6607278483647634, 0.04537331905671039, 12, 25
3.8, -0.7644626940913948, 0.035911536399634326, 12, 25
4.0, -0.7333781819421806, 0.03715424616370662, 12, 25
4.2, -0.9460569623051849, 0.04163933678826605, 11, 25
4.4, -0.9745180035729367, 0.06137634651393701, 11, 25
4.6, -1.3535492701161722, 0.022138130039128876, 10, 25
4.8, -1.9456973521771193, 0.017931308126834487, 6, 14
5.0, -2.4959939326683362, 0.0648832465644767, 8, 13
5.2, -1.7215751555913967, 0.08201435542567623, 9, 24
5.4, -3.222846930288564, 0.26617206052340325, 8, 13
5.6, -1.7600812729700799, 0.05267475638124552, 10, 24
5.8, -5.398888292096071, 0.32389481465848957, 16, 23
6.0, -23.199076658781475, inf, 16, 18
6.2, -11.062081527132511, inf, 13, 15
6.4, -5.429322583776602, 0.12700223600390842, 10, 16
6.6, -3.178646316385976, 0.09515079467347522, 8, 20
6.8, -3.7902378999680155, 0.05860513841684294, 7, 15
7.0, -3.5403978363569344, 0.055625010556307884, 7, 19
7.2, -5.235979605227566, 0.12123753456204726, 7, 17
7.4, -4.253004699164682, 0.10199627323760378, 9, 15
7.6, -4.451315988249128, 0.28586211320911875, 7, 15
7.8, -5.204891158902558, 0.31631688618814346, 8, 12
8.0, -5.967552297269136, inf, 9, 11
8.2, -6.89555328418047, 0.550167847997503, 7, 11
8.4, -13.430692805104318, inf, 10, 12
8.6, -7.4605667258009785, 0.44166579850622606, 8, 15
8.8, -5.923737896848583, 0.1443460675815631, 7, 11
9.0, -12.145105664559658, 0.4457528523337805, 8, 11
9.2, -3.7489906239130097, 0.06447423308413855, 6, 17
9.4, -2.4445640972106975, 0.055082735253195854, 6, 22
9.6, -3.960682883780927, inf, 13, 15
9.8, -5.698298858435765, 0.33632020864728046, 8, 14
10.0, 3.8740389929605232, inf, 11, 13
10.2, -11.617866949464785, inf, 10, 12
10.4, -5.376868554356739, 0.7259225644579681, 9, 15
10.6, 5.142762717101473, inf, 10, 12
10.8, -6.6342630505608655, 0.6952873370491623, 8, 11
11.0, -6.093359422766932, 0.17825061593159183, 8, 11
11.2, 22.259239733727735, inf, 10, 12
11.4, -16.545223620803117, inf, 9, 11
11.6, 4.450504913960827, inf, 8, 10
11.8, -8.244099835253515, inf, 8, 10
12.0, -1.9820654391742811, 0.26723559673939973, 7, 10
12.2, -3.3126512048739314, 0.33313215663479406, 7, 12
12.4, -6.194349830393043, 0.7374941987224398, 7, 11
12.6, -5.522433411433984, 1.4258941943225223, 7, 10
12.8, -4.203686009936639, 0.14915361835465596, 6, 14
13.0, -4.246199551142314, 0.23870836034651569, 7, 15
13.2, -6.945036190953187, 0.5342228499358411, 7, 11
13.4, -4.9840145708500625, 0.31664648908141574, 7, 13
13.6, -7.792423414502523, 0.29445703310654103, 7, 11
13.8, -8.94176871955905, 0.047122064651785624, 6, 9
14.0, 4.412208390731001, inf, 8, 10
14.2, -11.49924790760673, 0.8923305938711628, 6, 9
14.4, -5.599928593122942, 0.2878817282116592, 6, 10
14.6, -5.332511796767051, inf, 8, 10
14.8, -3.268738590118529, inf, 8, 10
15.0, 20.405290674159133, inf, 8, 10
15.2, -9.648135366809692, inf, 8, 10
15.4, -20.57381821238788, inf, 9, 11
15.6, -3.607288476206092, 0.2047393355628058, 5, 13
15.8, -3.9051159715513717, 0.21789258034042952, 5, 12
16.0, 5.353073401918486, inf, 10, 12
16.2, -24.938257552507174, inf, 10, 12
16.4, -14.279236238909327, inf, 8, 10
16.6, -5.51936457286825, 1.472466245066836, 6, 10
16.8, 9.094710415086036, inf, 7, 9
17.0, -12.11522390365823, inf, 7, 9
17.2, -1.4394863962491726, inf, 7, 9
17.4, 1.9165477232729284, inf, 8, 10
17.6, 1.7585188061724688, inf, 7, 9
17.8, 18.7862130199394, inf, 8, 10
18.0, -10.821116465667956, inf, 7, 9
18.2, -26.23764529350934, inf, 7, 9
18.4, -1.4069587792796858, inf, 8, 10
18.6, -2.8947693772506944, 0.11091180878739997, 6, 12
18.8, -0.9657758637791967, inf, 8, 10
19.0, -4.664282507101671, 0.3752401606700029, 5, 9
19.2, -5.244727480558431, 0.2622632984570492, 5, 8
19.4, -6.362394288855901, 0.38209939156430395, 6, 9
19.6, 11.982191179166652, inf, 8, 10
19.8, 13.096557905243822, inf, 7, 9
20.0, 3.750189375244925, inf, 8, 10
